Sexo;Ocupación;Tipo de sector;Periodo;Total
Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Empleo privado;2011T2;513,8
Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Empleo privado;2011T1;521,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2024T3;1.954,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2024T2;1.868,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2024T1;1.765,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2023T4;1.809,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2023T3;1.914,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2023T2;1.814,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2023T1;1.709,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022T4;1.733,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022T3;1.821,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022T2;1.769,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022T1;1.652,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021T4;1.675,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021T3;1.790,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021T2;1.646
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021T1;1.574,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2020T4;1.625,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2020T3;1.720,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2020T2;1.618,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2020T1;1.742,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2019T4;1.783,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2019T3;1.862,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2019T2;1.763,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2019T1;1.712,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2018T4;1.719,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2018T3;1.843,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2018T2;1.769,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2018T1;1.661,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2017T4;1.710,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2017T3;1.778,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2017T2;1.708,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2017T1;1.629,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2016T4;1.654,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2016T3;1.774,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2016T2;1.733,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2016T1;1.667,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2015T4;1.691,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2015T3;1.820,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2015T2;1.717,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2015T1;1.646,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2014T4;1.664,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2014T3;1.788,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2014T2;1.669
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2014T1;1.555,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2013T4;1.598,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2013T3;1.698,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2013T2;1.590
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2013T1;1.535,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2012T4;1.580,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2012T3;1.665,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2012T2;1.589,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2012T1;1.549,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2011T4;1.554,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2011T3;1.642,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2011T2;1.555,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2011T1;1.525
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2024T3;367,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2024T2;340,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2024T1;333,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2023T4;365,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2023T3;360,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2023T2;350,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2023T1;357,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2022T4;372,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2022T3;371,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2022T2;349,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2022T1;336,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2021T4;324,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2021T3;351
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2021T2;335,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2021T1;319,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2020T4;320,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2020T3;326
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2020T2;302,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2020T1;308,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2019T4;301,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2019T3;308,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2019T2;296,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2019T1;295,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2018T4;304,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2018T3;315,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2018T2;318,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2018T1;314,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2017T4;313,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2017T3;317,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2017T2;310,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2017T1;302,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2016T4;297,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2016T3;308,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2016T2;310
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2016T1;312,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2015T4;310,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2015T3;325,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2015T2;319
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2015T1;310,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2014T4;322,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2014T3;327,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2014T2;318,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2014T1;307,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2013T4;290,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2013T3;315,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2013T2;297,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2013T1;294,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2012T4;299,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2012T3;292,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2012T2;295,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2012T1;308
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2011T4;296,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2011T3;328,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2011T2;320,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo público;2011T1;319,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2024T3;1.587
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2024T2;1.527,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2024T1;1.432,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2023T4;1.444,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2023T3;1.554,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2023T2;1.464,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2023T1;1.351,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2022T4;1.361,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2022T3;1.450
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2022T2;1.420,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2022T1;1.316
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2021T4;1.350,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2021T3;1.439,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2021T2;1.310,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2021T1;1.255,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2020T4;1.304,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2020T3;1.394,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2020T2;1.316,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2020T1;1.434,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2019T4;1.481,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2019T3;1.553,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2019T2;1.467,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2019T1;1.417,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2018T4;1.415,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2018T3;1.527,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2018T2;1.451,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2018T1;1.346,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2017T4;1.397,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2017T3;1.461
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2017T2;1.398,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2017T1;1.327,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2016T4;1.357,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2016T3;1.466
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2016T2;1.423,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2016T1;1.354,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2015T4;1.381
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2015T3;1.495,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2015T2;1.398,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2015T1;1.336,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2014T4;1.342
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2014T3;1.460,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2014T2;1.350,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2014T1;1.248,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2013T4;1.308,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2013T3;1.383
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2013T2;1.292,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2013T1;1.241,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2012T4;1.281
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2012T3;1.372,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2012T2;1.293,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2012T1;1.241,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2011T4;1.258,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2011T3;1.314,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2011T2;1.235,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Empleo privado;2011T1;1.205,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2024T3;332,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2024T2;332,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2024T1;330,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2023T4;343
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2023T3;357,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2023T2;366,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2023T1;368,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022T4;369,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022T3;376,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022T2;375,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022T1;353,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021T4;374,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021T3;392,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021T2;364,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021T1;369,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2020T4;357,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2020T3;343,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2020T2;339,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2020T1;344,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2019T4;349,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2019T3;350,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2019T2;371,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2019T1;362,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2018T4;362,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2018T3;357,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2018T2;367,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2018T1;360
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2017T4;368,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2017T3;376,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2017T2;380,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2017T1;388
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2016T4;370,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2016T3;352,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2016T2;342,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2016T1;361,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2015T4;362,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2015T3;350,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2015T2;357,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2015T1;349,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2014T4;354,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2014T3;353,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2014T2;363,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2014T1;356,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2013T4;351
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2013T3;369,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2013T2;372,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2013T1;357,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2012T4;347,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2012T3;370,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2012T2;351,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2012T1;351,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2011T4;351,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2011T3;360,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2011T2;362,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2011T1;362,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2024T3;12,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2024T2;12,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2024T1;9,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2023T4;11,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2023T3;17
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2023T2;14,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2023T1;17,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2022T4;18,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2022T3;19,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2022T2;19,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2022T1;15,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2021T4;13,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2021T3;14,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2021T2;10,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2021T1;11,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2020T4;14,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2020T3;15,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2020T2;14
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2020T1;12,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2019T4;11,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2019T3;10
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2019T2;11,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2019T1;15,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2018T4;15,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2018T3;16,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2018T2;15,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2018T1;16,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2017T4;14,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2017T3;17,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2017T2;16,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2017T1;14,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2016T4;17,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2016T3;16,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2016T2;16,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2016T1;15,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2015T4;16,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2015T3;23,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2015T2;19,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2015T1;14
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2014T4;14,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2014T3;14,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2014T2;14,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2014T1;15,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2013T4;17,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2013T3;18,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2013T2;18,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2013T1;19,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2012T4;21,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2012T3;21,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2012T2;17,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2012T1;18,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2011T4;22,3
